radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,BV
143.269955,0.895,-49.75413,0.532,5,15.511,0.046,16.569,0.096,1.058
143.703966,0.599,-50.075084,0.652,5,15.513,0.027,16.472,0.057,0.959
142.708558,0.33,-49.81625,0.872,2,15.516,0,16.79,0,1.274
143.45957,0.815,-50.394272,0.793,4,15.516,0.128,16.364,0.134,0.848
143.164725,0.749,-50.306088,0.887,6,15.517,0.11,16.81,0.071,1.293
142.902192,0.582,-50.136952,0.378,3,15.518,0,17.612,0,2.094
143.29286,0.574,-50.622146,1.394,2,15.52,0,16.259,0,0.739
143.415101,0.578,-50.451741,0.826,2,15.52,0,17.311,0,1.791
142.915643,0.656,-49.822191,0.79,2,15.521,0,16.638,0,1.117
143.603724,0,-50.436217,1.899,2,15.521,-0.039,NA,NA,#VALUE!
142.684818,0.437,-50.59712,0.606,3,15.522,0.01,16.693,0.008,1.171
143.240824,0.563,-50.326744,1.286,3,15.524,0.012,16.739,0.017,1.215
143.340871,0.41,-50.575299,1.057,2,15.525,0.008,16.629,0.097,1.104
142.454531,0.49,-49.998423,0.697,3,15.526,0.068,16.63,0.094,1.104
143.250116,1.098,-50.49025,0.587,3,15.526,0.11,16.405,0.129,0.879
143.365129,0.527,-49.962378,0.543,5,15.527,0.055,16.608,0.133,1.081
143.010109,1.122,-50.01075,0.594,4,15.529,0,16.641,-0.088,1.112
143.1476,0.743,-50.01588,0.992,2,15.529,0,17.445,-0.118,1.916
143.239349,0.9,-49.918611,0.603,5,15.53,0.017,16.635,0.027,1.105
143.145921,0.608,-50.596281,0.711,5,15.531,0.112,16.468,0.097,0.937
143.47978,0.663,-50.298076,0.606,2,15.532,0,16.576,-0.091,1.044
143.168324,0.878,-50.271101,0.6,4,15.533,0.054,16.62,0.114,1.087
143.103142,0.676,-49.806871,0.586,4,15.537,0,17.255,-0.094,1.718
142.931275,0.515,-50.626055,0.782,4,15.539,0.017,16.556,0.016,1.017
142.990372,0.663,-49.74822,1.087,2,15.539,0,16.529,-0.072,0.99
142.373869,0.546,-49.945689,0.736,3,15.54,0.037,16.84,0.021,1.3
142.527173,0.413,-50.287725,0.944,3,15.54,0.106,16.511,0.123,0.971
143.160608,0.644,-50.018569,0.623,4,15.54,0.079,16.554,0.066,1.014
142.463805,0.264,-50.090165,0.564,3,15.544,0,16.417,0,0.873
142.613404,0.628,-50.618872,0.732,2,15.544,0,16.455,0,0.911
142.303585,1.543,-50.334469,0.403,3,15.546,0.06,16.71,0.047,1.164
143.523551,0.718,-49.970114,0.462,5,15.546,0.029,16.361,0.053,0.815
143.185678,0.641,-49.869128,0.679,3,15.549,0.059,16.434,0.122,0.885
142.616577,1.023,-50.027917,1.291,3,15.55,0.354,16.598,0.183,1.048
143.426127,0.608,-49.877444,0.675,5,15.55,0.063,16.523,0.104,0.973
143.432636,0.6,-49.963219,0.823,4,15.551,0.05,16.384,0.112,0.833
143.405863,1.897,-50.502099,0.287,2,15.552,0,16.553,0,1.001
142.699095,0.39,-50.379006,0.85,4,15.553,0,16.908,0.053,1.355
142.748697,0.486,-50.010479,0.499,4,15.555,0.038,17.405,0.178,1.85
143.201139,0.903,-50.161847,0.587,3,15.555,0.029,16.477,0.099,0.922
143.494064,0.618,-50.137686,1.18,5,15.558,0.016,16.765,0.072,1.207
142.527141,0.35,-50.357081,1.104,2,15.559,0.15,16.556,0.011,0.997
143.489891,0.68,-50.109352,0.682,5,15.562,0.101,16.626,0.088,1.064
143.038458,0.788,-50.206634,0.713,5,15.563,0,17.526,0,1.963
142.363694,1.234,-50.282875,0.417,3,15.564,0,17.305,0,1.741
143.27073,0.912,-50.440791,1.062,4,15.565,0.018,16.919,0.147,1.354
143.30521,1.114,-50.657058,0.537,3,15.566,0.017,17.144,0.077,1.578
143.724829,0.88,-50.375537,0.855,5,15.566,0.092,16.399,0.134,0.833
142.529563,0.703,-50.013355,0.569,3,15.567,0,17.81,0,2.243
143.293349,0.921,-50.580548,1.343,2,15.567,0.01,16.452,0.129,0.885
143.337852,0.77,-49.891753,0.316,3,15.567,0,16.904,0,1.337
142.395802,0.588,-50.060232,0.694,2,15.569,0,17.202,-0.132,1.633
143.626471,0.97,-50.114519,0.567,2,15.569,0,16.982,0,1.413
143.279132,0.786,-49.949086,0.864,5,15.57,0.006,16.632,0.043,1.062
143.554332,0.572,-50.172729,0.588,3,15.57,0.016,17.446,0,1.876
142.897675,0.844,-50.311518,0.929,3,15.571,0.135,16.641,0.051,1.07
142.998636,0.956,-50.328575,0.989,2,15.571,0,16.687,-0.061,1.116
143.106213,0.706,-50.035921,0.581,5,15.571,0.087,16.647,0.177,1.076
142.988756,0.917,-50.454899,0.765,3,15.572,0,17.444,0,1.872
142.705595,0.353,-49.887707,0.709,4,15.574,0.119,16.695,0.008,1.121
143.440913,0.88,-50.177355,0.794,3,15.574,0.061,16.793,0.076,1.219
142.426154,0.335,-50.246595,0.675,2,15.576,0,16.634,0,1.058
142.473645,0.571,-50.477743,0.914,3,15.576,0.031,16.73,0.03,1.154
142.896683,0.734,-49.994866,0.674,3,15.576,0.06,16.486,0.031,0.91
143.294901,1.02,-49.764009,0.518,5,15.578,0.075,16.629,0.1,1.051
143.376416,0.649,-49.846928,0.322,2,15.579,0,17.176,0,1.597
143.146649,0.68,-49.8834,0.727,6,15.58,0.029,16.467,0.116,0.887
142.556708,0.429,-49.963748,0.587,4,15.583,0.046,16.85,0.141,1.267
143.258131,1.263,-50.164594,0.717,2,15.583,0.133,16.628,0.026,1.045
143.528358,1.04,-50.075752,0.629,4,15.583,0.086,16.282,0.237,0.699
143.638467,0.645,-50.218899,0.623,4,15.585,0.102,16.549,0.043,0.964
142.911614,0.574,-50.669983,0.92,4,15.587,0.04,16.871,0.056,1.284
143.114384,1.223,-50.651473,0.44,2,15.588,0.038,16.362,0.054,0.774
143.140284,1.184,-49.851129,0.667,4,15.588,0.101,16.621,0.064,1.033
143.282386,1.024,-49.980751,0.398,3,15.59,0.024,16.464,0.073,0.874
143.287905,1.223,-50.365833,0.53,4,15.594,0,16.691,0.056,1.097
143.089969,0.877,-50.571858,0.73,4,15.595,0.096,16.594,0.091,0.999
142.573074,0.477,-50.262883,0.531,3,15.596,0,16.605,0,1.009
143.475801,0.626,-50.00348,0.87,4,15.597,0.079,16.572,0.119,0.975
142.615358,1.046,-50.392259,1.173,4,15.6,0.102,16.77,0.128,1.17
143.484178,0.462,-50.091602,0.873,3,15.6,0.036,16.807,0.106,1.207
143.100497,0.629,-50.204163,0.469,5,15.602,0.095,16.401,0.113,0.799
143.319555,0.317,-50.317261,1.637,2,15.602,0.026,17.215,-0.147,1.613
143.430313,0.635,-49.999104,0.801,4,15.602,0.059,16.507,0.036,0.905
143.086408,0.422,-50.029826,1.242,4,15.603,0,16.458,0.056,0.855
143.223513,0.902,-50.494373,1.025,5,15.603,0.015,16.67,0.125,1.067
142.459309,1.057,-50.392184,1.083,2,15.605,0.006,16.532,0.031,0.927
143.047669,0.932,-50.34576,0.795,3,15.606,0,16.601,0,0.995
143.053917,0.411,-50.177493,0.289,3,15.61,0,16.821,0,1.211
143.277373,0.96,-50.342348,0.812,3,15.61,0,16.747,0,1.137
142.756599,0.634,-50.413516,0.523,3,15.612,0.068,16.686,0.142,1.074
143.210228,0.399,-49.985849,0.461,4,15.613,0,16.702,0,1.089
142.923146,0.588,-50.656371,0.468,2,15.615,0,17.156,0,1.541
142.912834,0.902,-50.592048,0.762,4,15.616,0,16.533,0,0.917
143.504398,0.782,-50.492458,1.154,3,15.618,0,16.565,0.145,0.947
142.652499,0.365,-50.263017,0.368,4,15.619,0.095,16.768,0.023,1.149
142.819153,0.89,-50.486042,1.314,3,15.623,0,17.516,0,1.893
143.43891,0.731,-50.089334,0.747,4,15.624,0,16.725,0,1.101
143.6264,0.775,-49.967977,0.563,3,15.624,0,16.853,0,1.229
143.722612,1.189,-50.079759,0.637,4,15.624,0.114,16.458,0.057,0.834
143.069981,0.787,-50.417657,0.927,5,15.63,0.04,16.826,0.15,1.196
143.603281,0.537,-50.359207,0.638,2,15.63,0,17.095,0,1.465
142.787649,0.351,-49.893862,0.588,3,15.634,0.105,16.764,0.182,1.13
142.376545,0.371,-50.518355,0.766,3,15.636,0,16.897,0,1.261
142.501272,0.681,-50.564702,0.766,4,15.636,0,16.739,0,1.103
143.473292,0.907,-50.320971,1.167,3,15.636,0.067,16.704,0.074,1.068
143.296435,1.161,-49.95612,0.566,4,15.639,0.117,17.437,0.168,1.798
143.445841,1.228,-50.297024,1.035,2,15.639,0.183,16.559,0.138,0.92
142.988164,1.118,-50.250096,0.761,2,15.64,0,16.808,-0.104,1.168
143.172339,0.8,-50.164643,0.459,5,15.644,0.054,16.647,0.126,1.003
143.334702,0.486,-50.630308,1.697,3,15.645,0.1,16.575,0.025,0.93
142.759614,0.565,-50.029349,0.51,3,15.646,0.066,16.74,0.137,1.094
142.870943,0.74,-49.9412,0.636,2,15.646,0.029,16.644,0.031,0.998
143.224949,0.606,-49.785267,0.865,4,15.646,0.039,16.808,0.065,1.162
143.023309,0.631,-50.544266,0.97,4,15.648,0,17.377,-0.172,1.729
142.538564,0.986,-50.595253,1.075,3,15.649,0.021,17.146,0.11,1.497
143.071283,0.557,-49.894955,0.672,3,15.65,0,16.848,0,1.198
142.578311,0.684,-50.392037,1.139,3,15.651,0.008,16.522,0,0.871
143.233412,1.415,-50.407498,0.952,4,15.651,0.042,16.738,0.054,1.087
143.605966,0.887,-50.195326,0.931,2,15.651,0.047,16.769,0.208,1.118
143.052869,0.779,-50.311447,1.046,4,15.653,0.033,16.772,0.13,1.119
143.057822,0.708,-50.689505,1.017,4,15.653,0.06,16.837,0.108,1.184
142.931591,0.863,-50.309857,0.843,3,15.659,0.13,16.636,0.025,0.977
142.335244,0.863,-50.162912,0.639,4,15.66,0.063,16.746,0.12,1.086
142.987189,0.877,-50.378255,0.557,2,15.662,0.082,16.569,0.115,0.907
143.147237,0.735,-50.289769,0.616,5,15.665,0,17.066,0,1.401
142.831579,0.606,-49.916077,0.639,4,15.667,0,16.546,0,0.879
142.782687,0.726,-50.659752,0.595,3,15.668,0.044,16.526,0.042,0.858
143.142691,0.639,-50.25672,0.503,3,15.668,0,16.898,0,1.23
143.23231,0.262,-49.905937,0.589,2,15.67,0.072,16.681,0.062,1.011
143.664199,0.971,-50.371933,0.824,3,15.67,0.018,16.586,0.008,0.916
142.483314,0.521,-50.512426,0.698,2,15.671,0,16.686,-0.092,1.015
143.503905,1.148,-50.492897,1.024,2,15.671,0.087,16.44,0,0.769
143.377091,1.422,-49.846983,0.771,2,15.673,0,17.097,-0.168,1.424
143.62098,0.75,-50.320037,0.63,3,15.674,0.028,16.451,0.173,0.777
142.926672,1.038,-50.70064,0.541,2,15.676,0,17.019,-0.129,1.343
142.945285,0.446,-50.293655,0.588,3,15.676,0,16.32,0,0.644
143.193966,0.65,-49.878965,0.612,3,15.676,0.068,16.402,0.049,0.726
143.115051,0.359,-50.651384,0.793,2,15.679,0,16.362,-0.076,0.683
143.574243,0.679,-50.408985,0.854,4,15.679,0.044,16.518,0.175,0.839
143.595319,0.845,-50.488544,1.541,3,15.679,0.026,16.74,0.071,1.061
143.119952,0.582,-50.63845,0.669,2,15.682,0,17.167,-0.106,1.485
142.680124,0.786,-49.781409,0.458,4,15.686,0.108,16.831,0.102,1.145
143.325964,1.397,-50.220426,0.753,2,15.686,0,17.03,-0.086,1.344
143.420992,1.117,-50.498437,1.127,3,15.687,0,17.105,0.118,1.418
142.568413,0.585,-50.598673,0.775,2,15.688,0,17.642,0,1.954
143.371562,1.205,-50.403609,0.633,3,15.689,0.071,16.752,0.088,1.063
142.758575,0.501,-50.56506,0.592,3,15.691,0,17.592,0,1.901
143.493911,0.762,-50.27365,0.925,3,15.692,0.011,16.924,0.114,1.232
142.340358,0.694,-50.238252,0.919,2,15.693,0.025,17.052,0.16,1.359
143.610383,0.808,-50.341889,0.533,5,15.693,0.08,16.702,0.164,1.009
143.00687,1.071,-50.497714,1.171,4,15.694,0,16.615,0,0.921
143.181596,1.098,-50.51346,0.913,3,15.694,0.027,16.638,0.138,0.944
143.103696,0.502,-49.735101,0.854,3,15.695,0.068,16.665,0.051,0.97
143.15664,0.941,-49.780233,0.987,2,15.695,0.181,16.685,0.084,0.99
142.813676,0.455,-50.294299,1.038,2,15.696,0,17.03,0,1.334
143.422477,1.242,-50.047967,1.241,2,15.696,0.133,16.457,0.046,0.761
142.731466,0.728,-50.549045,1.066,3,15.697,0,16.534,0,0.837
143.654308,0.549,-50.097606,0.871,3,15.697,0.053,16.748,0.054,1.051
143.458065,0.808,-50.022214,0.64,5,15.698,0.069,16.737,0.079,1.039
142.357736,0.402,-50.18091,0.776,3,15.701,0,NA,NA,#VALUE!
143.209547,0.573,-50.194015,0.896,5,15.702,0.029,16.915,0.073,1.213
143.294966,0.764,-50.389249,1.067,5,15.703,0.017,16.741,0.074,1.038
143.098399,1.014,-50.165105,0.448,2,15.704,0.021,16.528,0.099,0.824
142.53209,0.511,-50.028104,0.478,2,15.705,0,16.655,0,0.95
143.6132,0.812,-50.183732,0.54,3,15.707,0,16.951,0,1.244
142.958044,0.72,-50.162895,0.685,2,15.708,0,17.869,0,2.161
143.057502,0.826,-50.675791,0.817,4,15.708,0.063,16.563,0.061,0.855
143.609511,1.03,-50.115129,0.836,5,15.708,0.08,16.805,0.071,1.097
143.585806,0.99,-50.192179,1.034,4,15.71,0,17.494,-0.121,1.784
143.19181,1.033,-50.233701,0.81,2,15.711,0.093,16.679,0.1,0.968
143.638881,0.641,-50.366496,1.147,2,15.712,0,17.534,-0.131,1.822
143.158367,0.533,-50.186699,0.703,5,15.714,0.033,16.718,0.106,1.004
142.777983,0.485,-50.576683,0.673,2,15.716,0,16.997,-0.131,1.281
142.982759,0.592,-50.116174,0.642,3,15.716,0.052,16.508,0.108,0.792
143.45358,0.507,-50.545395,0.776,4,15.717,0.119,16.4,0.053,0.683
143.464831,1.17,-50.220705,0.757,3,15.717,0.041,16.707,0.053,0.99
142.855045,0.567,-50.479428,0.92,2,15.72,0,16.875,0,1.155
142.805029,0.384,-49.794017,0.699,2,15.721,0,16.687,0,0.966
142.921459,0.832,-49.834888,0.658,2,15.723,0.006,16.538,0.032,0.815
143.626939,0.951,-50.25261,1.088,4,15.725,0.044,16.631,0.039,0.906
143.107823,0.473,-49.788078,0.829,6,15.726,0.137,16.821,0.097,1.095
142.920978,1.053,-50.056948,0.39,4,15.727,0.096,16.679,0.025,0.952
143.545969,0.535,-50.264044,0.826,3,15.727,0,16.777,0.021,1.05
143.116074,0.523,-50.45488,0.814,3,15.729,0,17.128,-0.092,1.399
143.342621,1.137,-50.563831,0.984,5,15.729,0.099,16.695,0.174,0.966
143.420819,0.808,-50.498993,0.906,2,15.729,0.015,16.93,0,1.201
143.610322,0.784,-50.166222,0.893,3,15.73,0,16.915,0,1.185
143.081684,0.316,-49.951915,0.854,3,15.732,0.026,16.845,0.162,1.113
142.254848,0.551,-50.337149,0.748,2,15.733,0,16.983,0,1.25
143.052759,0.709,-49.946406,0.458,4,15.733,0.174,16.947,0.026,1.214
142.906856,0.909,-50.209039,0.54,2,15.737,0.01,16.664,0.043,0.927
143.365312,0.866,-50.313883,0.672,4,15.737,0.139,16.503,0.064,0.766
143.599926,0.646,-49.923575,0.864,2,15.742,0.038,16.843,0.083,1.101
142.467029,0.722,-50.399729,0.93,3,15.745,0,16.853,0,1.108
143.470401,0.729,-50.231989,0.966,3,15.746,0,17.01,0,1.264
143.526193,0.764,-50.223493,0.6,4,15.746,0.075,16.798,0.039,1.052
142.31393,0.647,-50.417152,1.021,4,15.747,0.073,17.202,0.227,1.455
142.877017,1.002,-50.158495,0.947,3,15.747,0.321,16.643,0,0.896
143.576726,0.581,-50.390338,0.947,3,15.747,0.015,16.563,0.08,0.816
142.418723,0.54,-50.034085,0.664,2,15.749,0,17.034,-0.076,1.285
142.547536,0.554,-50.106651,1.051,2,15.75,0.095,16.733,0.098,0.983
143.195031,1.474,-49.744347,0.677,3,15.751,0.052,16.721,0.049,0.97
143.349468,0.87,-50.464593,1.355,4,15.756,0.141,16.392,0.216,0.636
143.571314,0.727,-50.503663,1.337,3,15.756,0.042,17.317,0.208,1.561
143.472259,0.648,-50.063661,0.847,5,15.759,0.034,16.648,0.102,0.889
142.930242,0.638,-50.394564,0.311,3,15.761,0.08,16.82,0.017,1.059
143.192639,0.597,-50.117908,0.799,4,15.762,0.017,16.817,0.144,1.055
143.229902,0.761,-50.009555,1.211,4,15.764,0.075,16.754,0.153,0.99
143.34221,1.061,-50.517445,0.458,2,15.765,0.138,16.825,0.361,1.06
142.910861,0.518,-49.880801,0.815,3,15.766,0.059,16.691,0,0.925
143.391133,0.626,-50.480462,0.583,3,15.767,0,17.036,0,1.269
143.238356,0.746,-50.344017,0.914,5,15.769,0.1,16.724,0.1,0.955
143.116748,0.668,-49.88503,0.671,4,15.77,0.043,16.81,0.069,1.04
143.550929,0.876,-50.344809,0.867,5,15.776,0.163,16.636,0.103,0.86
143.230213,0.584,-50.375802,0.439,2,15.777,0,16.847,-0.071,1.07
143.086701,0.684,-50.533327,0.826,2,15.778,0,16.863,-0.082,1.085
143.150111,0.48,-49.89765,0.592,3,15.778,0.029,17.012,0.105,1.234
143.658848,1.055,-50.254371,1.107,4,15.78,0.061,16.779,0.052,0.999
142.893193,0.343,-49.78117,0.535,3,15.781,0,16.991,0,1.21
142.766739,1.045,-49.996336,0.58,4,15.782,0.058,16.769,0.132,0.987
143.255107,0.432,-50.502344,0.968,3,15.784,0,16.706,0,0.922
143.533624,0.794,-50.032111,0.459,4,15.788,0.008,16.978,0.085,1.19
143.437113,1.551,-49.890712,0.785,2,15.789,0,17.092,0.064,1.303
143.133714,0.603,-49.990064,0.789,3,15.791,0,17.459,0,1.668
142.620315,0.765,-50.645049,0.732,2,15.792,0,16.849,-0.115,1.057
143.226196,0.626,-50.521445,1.093,2,15.792,0,16.697,-0.095,0.905
143.172059,0.55,-49.934545,0.801,4,15.793,0.034,16.844,0.186,1.051
143.641187,0.742,-50.039197,0.742,3,15.794,0,16.944,-0.111,1.15
142.93728,1.399,-50.499232,0.469,3,15.796,0.098,17.312,0.355,1.516
142.909907,0.668,-50.492863,0.972,3,15.797,0.006,16.743,0.008,0.946
142.992771,0.719,-50.583455,0.708,3,15.797,0.028,16.859,0.082,1.062
143.632337,0.625,-49.991243,0.868,4,15.797,0.088,16.676,0.034,0.879
142.731575,0.604,-50.173491,0.973,2,15.799,0,17.18,-0.182,1.381
142.802478,0.526,-49.822076,0.632,3,15.799,0,17.95,-0.254,2.151
142.792542,1.004,-49.997447,1.223,3,15.8,0.074,16.695,0.125,0.895
143.310244,0.513,-50.56446,0.967,4,15.8,0.157,16.726,0.222,0.926
142.395604,0.56,-50.136247,0.915,3,15.802,0.014,16.797,0.039,0.995
142.715727,0.469,-50.6554,0.786,2,15.802,0,16.865,0,1.063
143.134082,0.705,-49.914341,0.823,4,15.802,0.103,17.426,0.036,1.624
142.67208,0.569,-49.98939,0.392,2,15.803,0,16.734,-0.061,0.931
142.393952,0.635,-49.987673,0.317,3,15.806,0.072,16.971,0.008,1.165
142.719408,0.518,-50.538834,0.927,2,15.806,0.049,16.824,0.006,1.018
142.965964,0.36,-49.73616,0.899,2,15.807,0,17.296,-0.206,1.489
143.366991,0.905,-50.201251,1.169,4,15.808,0.057,16.877,0.088,1.069
143.399111,1.261,-50.424194,1.299,2,15.808,0.006,16.873,0.077,1.065
142.872568,0.471,-50.030463,0.547,3,15.81,0.058,16.806,0.171,0.996
143.581804,0.42,-50.122396,1.249,4,15.81,0.166,17.121,0.294,1.311
142.565305,0.46,-50.350906,0.97,3,15.814,0,16.81,0,0.996
143.520143,0.777,-50.461185,0.538,2,15.814,0.195,16.74,0.327,0.926
142.715587,0.809,-50.50987,0.933,3,15.815,0.242,16.941,0.166,1.126
143.261097,0.835,-50.400035,1.253,3,15.816,0.043,17.042,0,1.226
143.182533,0.857,-50.679256,1.431,4,15.818,0,17.517,-0.217,1.699
142.821061,1.1,-50.237858,0.512,3,15.819,0.11,17.13,0.156,1.311
143.276814,0.81,-49.93798,0.855,4,15.822,0.047,17.267,0.036,1.445
143.325728,0.895,-50.282303,0.815,4,15.823,0.144,16.494,0.093,0.671
142.856536,0.711,-50.709272,0.951,3,15.824,0.094,16.701,0.045,0.877
143.10122,0.762,-50.573709,1.209,4,15.824,0,17.249,0,1.425
142.314366,0.55,-50.117431,1.003,3,15.825,0,17.025,0,1.2
142.862572,0.86,-50.321411,0.754,3,15.827,0.197,16.664,0.065,0.837
142.841255,0.499,-49.730787,1.334,2,15.828,0,17.063,0,1.235
143.138724,1.174,-50.485488,1.017,4,15.828,0.179,16.812,0.165,0.984
143.551214,0.401,-50.226644,0.66,2,15.828,0,16.83,-0.121,1.002
143.662917,0.556,-49.982966,0.695,4,15.83,0.015,16.791,0.081,0.961
142.942847,0.88,-50.495492,1.439,2,15.831,0,17.542,0,1.711
143.575798,1.103,-50.402428,0.638,3,15.836,0.037,16.841,0.073,1.005
142.783842,0.474,-50.182946,0.418,3,15.838,0.012,16.727,0.075,0.889
142.956483,0.822,-50.674377,0.792,2,15.838,0,16.776,-0.107,0.938
142.651711,0.633,-50.450043,1.163,3,15.839,0.021,16.706,0.028,0.867
143.655283,0.412,-50.285982,1.18,3,15.839,0.029,17.065,0.186,1.226
142.817712,0.545,-50.004887,0.387,2,15.842,0.099,16.862,0.176,1.02
143.227641,1.071,-50.595506,0.722,4,15.842,0.01,16.898,0.117,1.056
143.251962,1.006,-50.632528,1.018,3,15.842,0,16.88,-0.11,1.038
142.610062,0.595,-50.481009,0.782,2,15.843,0,17.284,-0.178,1.441
142.684023,0.131,-49.769623,0.891,2,15.847,0,17.216,0,1.369
143.689022,0.681,-50.123287,0.935,2,15.849,0.01,16.627,0.07,0.778
143.515281,0.856,-50.471034,0.91,4,15.85,0.103,17.382,0.182,1.532
143.184863,1.115,-49.971634,0.804,3,15.851,0.031,17.09,0.034,1.239
143.273907,0.911,-50.37826,0.732,3,15.855,0.043,16.801,0.022,0.946
142.332079,0.38,-50.479127,0.785,2,15.858,0.042,17.06,0.146,1.202
143.449961,1.164,-50.49531,0.919,4,15.858,0.246,16.645,0.059,0.787
142.688462,0.806,-50.225786,0.426,2,15.86,0,17.188,0,1.328
142.936221,1.024,-50.136409,0.583,3,15.861,0.084,16.613,0.163,0.752
143.072928,0.801,-50.093702,0.454,3,15.864,0,17.152,0,1.288
142.47037,0.715,-50.463681,0.857,4,15.867,0,17.008,0,1.141
142.498306,0.567,-50.127592,1.211,2,15.873,0,NA,NA,#VALUE!
143.319676,0.779,-49.841753,0.805,2,15.874,0,17.612,0,1.738
143.21615,0.745,-50.026558,0.712,3,15.876,0,17.965,0,2.089
142.732582,0.714,-50.219269,0.794,3,15.877,0.084,17.048,0.072,1.171
142.731764,0.69,-50.174064,0.668,2,15.878,0.059,17.242,0.067,1.364
143.252593,0.926,-50.647056,0.797,2,15.878,0,17.704,-0.164,1.826
142.60267,0.722,-50.189453,0.52,3,15.88,0,16.704,0,0.824
143.380019,1.101,-50.207246,0.536,2,15.88,0,17.829,0,1.949
142.606249,0.838,-50.562853,0.844,2,15.882,0,16.834,-0.115,0.952
143.077104,0.939,-49.773767,0.416,2,15.885,0,17.468,-0.117,1.583
143.491306,0.936,-49.886237,0.812,3,15.887,0,17.065,0.074,1.178
143.507583,1.08,-50.456259,1.261,2,15.887,0.035,16.942,0.279,1.055
142.684837,0.477,-50.441451,1.339,3,15.888,0,16.655,0,0.767
142.695709,1.283,-50.136517,1.099,3,15.891,0,16.839,-0.099,0.948
142.872466,1.245,-50.349766,0.67,2,15.892,0.124,16.889,0.263,0.997
143.724145,0.519,-50.192826,0.552,2,15.892,0,17.013,0,1.121
142.799367,0.466,-49.752108,0.912,2,15.893,0,17.871,0,1.978
142.805994,0.978,-50.700068,0.836,2,15.895,0,16.84,-0.117,0.945
143.375046,0.527,-50.014344,0.44,2,15.897,0,17.294,0,1.397
143.057351,1.358,-50.628654,0.352,2,15.898,0.137,17.642,0.48,1.744
143.585174,0.78,-50.363743,0.732,4,15.899,0.122,16.82,0.121,0.921
143.590275,0.933,-50.092129,0.654,3,15.901,0.038,16.899,0.009,0.998
143.564311,0.585,-50.037743,0.745,2,15.902,0.05,16.662,0.186,0.76
143.399352,1.043,-50.636714,0.929,3,15.903,0.014,16.825,0.203,0.922
142.407117,1.006,-50.200444,0.63,2,15.904,0,17.101,-0.127,1.197
143.24997,1.037,-50.580736,1.092,3,15.905,0.013,16.804,0.152,0.899
143.419236,0.979,-50.446931,0.626,3,15.906,0.028,16.898,0.019,0.992
142.939272,0.652,-50.095299,0.739,2,15.907,0.014,17.239,0.023,1.332
143.06625,1.123,-50.661351,1.296,2,15.908,0,17.115,0,1.207
142.588415,0.871,-50.187353,0.598,3,15.909,0.028,17.011,0.167,1.102
143.018951,0.324,-50.615966,0.853,2,15.91,0,17.49,0,1.58
142.696086,0.179,-50.503921,0.726,2,15.913,0,16.757,-0.103,0.844
142.801522,0.27,-50.010671,0.561,3,15.913,0,17.136,-0.136,1.223
143.439815,0.742,-50.189275,1.044,3,15.915,0.028,16.89,0.168,0.975
143.372804,0.681,-50.078045,0.654,4,15.916,0.033,16.938,0.092,1.022
143.652131,0.543,-50.311952,0.634,2,15.916,0,17.014,0,1.098
143.691159,0.884,-50.279991,0.851,3,15.916,0.014,16.992,0.129,1.076
143.1311,1.147,-49.947914,0.532,3,15.917,0,17.027,-0.097,1.11
143.388723,0.94,-50.541306,1.271,3,15.918,0.082,16.75,0.086,0.832
143.127259,0.964,-50.684771,0.785,4,15.92,0.219,16.778,0.216,0.858
143.197035,0.48,-49.950596,0.499,4,15.925,0.011,17.109,0.043,1.184
143.128236,0.316,-50.496558,0.759,3,15.929,0,17.033,0,1.104
143.303722,1.006,-50.269957,1.376,3,15.945,0.07,16.901,0.121,0.956
143.524128,0.449,-50.339805,1.125,2,15.945,0.047,16.987,0.201,1.042
142.926791,0.864,-49.988524,0.647,2,15.949,0,17.672,0,1.723
143.261576,0.665,-50.268629,0.847,2,15.949,0.038,16.994,0,1.045
143.325018,0.919,-49.88374,0.66,3,15.949,0.069,16.991,0.066,1.042
143.007953,0.842,-50.136186,0.747,3,15.951,0,16.88,0.163,0.929
143.41684,0.85,-50.227157,0.327,2,15.951,0.135,17.055,0.138,1.104
142.505327,0.599,-50.087226,0.973,2,15.953,0,18.14,0,2.187
142.348935,0.707,-50.497005,1.036,2,15.955,0,17.267,0,1.312
142.610061,0.502,-50.480297,0.912,2,15.955,0,16.972,0,1.017
142.701329,0.708,-50.42559,1.209,2,15.956,0,NA,NA,#VALUE!
143.521801,0.234,-49.895501,0.921,3,15.957,0,16.981,0,1.024
143.207055,0.899,-50.380007,0.721,4,15.958,0.234,16.989,0.074,1.031
143.181201,0.922,-49.801064,0.834,3,15.96,0,17.105,0,1.145
143.670204,0.604,-50.348453,0.782,3,15.96,0.053,16.869,0.154,0.909
142.967371,0.507,-49.870886,1.065,2,15.961,0,16.761,0,0.8
143.222685,0.669,-50.467307,0.969,2,15.961,0,16.958,0.165,0.997
143.313659,1.02,-50.206531,0.862,3,15.962,0.07,16.908,0.071,0.946
143.606323,1.279,-50.508795,1.292,5,15.963,0.09,16.863,0.114,0.9
143.120442,0.929,-49.776472,0.438,2,15.967,0,17.74,0,1.773
142.692723,1.237,-49.954085,0.868,4,15.968,0.029,17.312,0.123,1.344
143.559022,0.752,-49.927546,0.625,4,15.971,0.045,16.731,0.048,0.76
143.572229,0.589,-50.186018,0.976,3,15.972,0.058,17.988,0.353,2.016
